id_regions	code_country	date	hour_band	call_out_activity
4	0	2013-12-01/01:00:00	1	10.3960
4	0	2013-12-01/02:00:00	2	36.9174
4	0	2013-12-01/03:00:00	3	66.1225
4	0	2013-12-01/04:00:00	4	59.2848
4	0	2013-12-01/05:00:00	5	80.9231
4	0	2013-12-01/06:00:00	6	71.8525
4	0	2013-12-01/07:00:00	7	38.5530
4	0	2013-12-01/08:00:00	8	38.7513
4	0	2013-12-01/09:00:00	9	43.2435
4	0	2013-12-01/10:00:00	10	64.9845
4	0	2013-12-01/11:00:00	11	60.5035
4	0	2013-12-01/12:00:00	12	47.2334
4	0	2013-12-01/13:00:00	13	64.6830
4	0	2013-12-01/14:00:00	14	29.8486
4	0	2013-12-01/15:00:00	15	35.2055
4	0	2013-12-01/16:00:00	16	9.1634
4	0	2013-12-01/17:00:00	17	8.5307
4	1	2013-11-30/18:10:00	18	3.1416
4	1	2013-12-01/02:10:00	2	1.6785
4	1	2013-12-01/05:50:00	5	0.4706
4	1	2013-12-01/07:50:00	7	0.1585
4	1	2013-12-01/08:30:00	8	1.1858
4	1	2013-12-01/11:00:00	11	5.9469
4	1	2013-12-01/12:00:00	12	1.3669
4	1	2013-12-01/13:00:00	13	3.9727
4	1	2013-12-01/14:10:00	14	3.8018
4	1	2013-12-01/15:00:00	15	0.5968
4	7	2013-12-01/01:50:00	1	0.0165
4	7	2013-12-01/02:00:00	2	0.0130
4	7	2013-12-01/03:10:00	3	2.2654
4	7	2013-12-01/04:10:00	4	1.8470
4	7	2013-12-01/05:30:00	5	2.5346
4	7	2013-12-01/06:40:00	6	1.0620
4	7	2013-12-01/07:00:00	7	3.2216
4	7	2013-12-01/08:00:00	8	7.3392
4	7	2013-12-01/10:00:00	10	0.0295
4	7	2013-12-01/11:00:00	11	4.4687
4	7	2013-12-01/12:10:00	12	0.8799
4	7	2013-12-01/13:00:00	13	1.2601
4	7	2013-12-01/14:50:00	14	1.0281
4	20	2013-12-01/03:20:00	3	0.9674
4	20	2013-12-01/05:20:00	5	1.9245
4	20	2013-12-01/10:00:00	10	1.8710
4	20	2013-12-01/11:00:00	11	2.2824
4	20	2013-12-01/12:00:00	12	1.3837
4	20	2013-12-01/13:00:00	13	4.2536
4	20	2013-12-01/14:00:00	14	1.5412
4	20	2013-12-01/17:30:00	17	0.1280
4	30	2013-11-30/22:10:00	22	0.3562
4	30	2013-12-01/04:10:00	4	1.1920
4	30	2013-12-01/05:40:00	5	0.5968
4	30	2013-12-01/12:30:00	12	0.0030
4	30	2013-12-01/13:20:00	13	2.2536
4	30	2013-12-01/16:40:00	16	1.0601
4	31	2013-12-01/04:10:00	4	1.7673
4	31	2013-12-01/08:10:00	8	0.5719
4	31	2013-12-01/11:20:00	11	0.4441
4	32	2013-11-30/18:30:00	18	0.5968
4	32	2013-12-01/02:50:00	2	0.6180
4	32	2013-12-01/03:50:00	3	0.6180
4	32	2013-12-01/04:30:00	4	1.1936
4	32	2013-12-01/05:10:00	5	6.2431
4	32	2013-12-01/06:30:00	6	0.0676
4	32	2013-12-01/07:30:00	7	0.3854
4	32	2013-12-01/09:10:00	9	6.2654
4	32	2013-12-01/10:30:00	10	0.5335
4	32	2013-12-01/12:40:00	12	2.8780
4	32	2013-12-01/14:20:00	14	4.3543
4	33	2013-12-01/01:50:00	1	0.1353
4	33	2013-12-01/02:30:00	2	1.0397
4	33	2013-12-01/05:20:00	5	0.7928
4	33	2013-12-01/06:00:00	6	3.1380
4	33	2013-12-01/07:10:00	7	3.9165
4	33	2013-12-01/08:20:00	8	0.1818
4	33	2013-12-01/11:10:00	11	1.2591
4	33	2013-12-01/12:00:00	12	5.3508
4	33	2013-12-01/13:10:00	13	1.8765
4	33	2013-12-01/14:00:00	14	3.5082
4	33	2013-12-01/15:00:00	15	2.2921
4	34	2013-12-01/03:00:00	3	1.5557
4	34	2013-12-01/05:00:00	5	5.2597
4	34	2013-12-01/06:00:00	6	2.1430
4	34	2013-12-01/08:20:00	8	4.4211
4	34	2013-12-01/09:00:00	9	1.2740
4	34	2013-12-01/10:00:00	10	2.3977
4	34	2013-12-01/12:00:00	12	6.4890
4	34	2013-12-01/13:00:00	13	3.3839
4	34	2013-12-01/14:00:00	14	5.3419
4	34	2013-12-01/15:50:00	15	0.3162
4	36	2013-12-01/03:40:00	3	0.0061
4	36	2013-12-01/06:40:00	6	0.3493
4	36	2013-12-01/08:30:00	8	0.9367
4	36	2013-12-01/09:30:00	9	2.6029
4	36	2013-12-01/10:20:00	10	1.3470
4	36	2013-12-01/11:10:00	11	0.7437
4	36	2013-12-01/13:40:00	13	0.2952
4	36	2013-12-01/14:00:00	14	2.2285
4	36	2013-12-01/15:40:00	15	0.1606
4	39	2013-11-30/18:00:00	18	737.1330
4	39	2013-11-30/19:00:00	19	431.3772
4	39	2013-11-30/20:00:00	20	282.0295
4	39	2013-11-30/21:00:00	21	178.0366
4	39	2013-11-30/22:00:00	22	183.3086
4	39	2013-11-30/23:00:00	23	169.9875
4	39	2013-12-01/01:00:00	1	632.5314
4	39	2013-12-01/02:00:00	2	2036.4129
4	39	2013-12-01/03:00:00	3	4378.2782
4	39	2013-12-01/04:00:00	4	5998.7338
4	39	2013-12-01/05:00:00	5	7045.6100
4	39	2013-12-01/06:00:00	6	6092.7903
4	39	2013-12-01/07:00:00	7	4572.0958
4	39	2013-12-01/08:00:00	8	4479.1867
4	39	2013-12-01/09:00:00	9	4846.5006
4	39	2013-12-01/10:00:00	10	5761.2995
4	39	2013-12-01/11:00:00	11	6580.8304
4	39	2013-12-01/12:00:00	12	6197.9064
4	39	2013-12-01/13:00:00	13	4991.7689
4	39	2013-12-01/14:00:00	14	3635.4774
4	39	2013-12-01/15:00:00	15	2212.6198
4	39	2013-12-01/16:00:00	16	1207.2374
4	39	2013-12-01/17:00:00	17	643.2299
4	40	2013-11-30/23:10:00	23	0.8661
4	40	2013-12-01/01:00:00	1	2.2697
4	40	2013-12-01/02:00:00	2	9.0333
4	40	2013-12-01/03:00:00	3	19.5336
4	40	2013-12-01/04:00:00	4	26.5735
4	40	2013-12-01/05:00:00	5	16.3871
4	40	2013-12-01/06:00:00	6	14.8353
4	40	2013-12-01/07:00:00	7	24.1329
4	40	2013-12-01/08:00:00	8	31.2116
4	40	2013-12-01/09:00:00	9	30.4571
4	40	2013-12-01/10:00:00	10	35.7763
4	40	2013-12-01/11:00:00	11	22.1678
4	40	2013-12-01/12:00:00	12	31.8745
4	40	2013-12-01/13:00:00	13	35.5811
4	40	2013-12-01/14:00:00	14	15.2145
4	40	2013-12-01/15:00:00	15	9.3130
4	40	2013-12-01/16:00:00	16	4.0205
4	40	2013-12-01/17:10:00	17	3.1836
4	41	2013-12-01/01:30:00	1	1.1984
4	41	2013-12-01/02:40:00	2	0.2134
4	41	2013-12-01/03:50:00	3	0.6562
4	41	2013-12-01/04:00:00	4	4.6083
4	41	2013-12-01/05:00:00	5	9.0961
4	41	2013-12-01/06:00:00	6	8.4826
4	41	2013-12-01/07:00:00	7	5.7202
4	41	2013-12-01/08:00:00	8	5.2695
4	41	2013-12-01/09:20:00	9	3.7250
4	41	2013-12-01/10:10:00	10	4.8828
4	41	2013-12-01/11:00:00	11	5.7096
4	41	2013-12-01/12:50:00	12	0.0092
4	41	2013-12-01/13:40:00	13	0.6157
4	41	2013-12-01/14:20:00	14	7.1455
4	41	2013-12-01/15:00:00	15	0.2893
4	41	2013-12-01/16:20:00	16	0.0180
4	43	2013-11-30/18:30:00	18	1.0167
4	43	2013-12-01/03:00:00	3	0.1053
4	43	2013-12-01/05:10:00	5	0.9818
4	43	2013-12-01/06:40:00	6	0.6599
4	43	2013-12-01/09:10:00	9	0.1077
4	43	2013-12-01/10:40:00	10	7.0268
4	43	2013-12-01/11:00:00	11	0.6026
4	43	2013-12-01/12:10:00	12	2.3895
4	43	2013-12-01/13:00:00	13	3.9739
4	43	2013-12-01/14:10:00	14	2.1414
4	43	2013-12-01/15:00:00	15	1.1551
4	43	2013-12-01/17:20:00	17	2.5967
4	44	2013-12-01/01:50:00	1	0.3493
4	44	2013-12-01/04:20:00	4	0.6438
4	44	2013-12-01/05:10:00	5	0.7035
4	44	2013-12-01/06:10:00	6	1.3971
4	44	2013-12-01/07:30:00	7	2.0794
4	44	2013-12-01/08:00:00	8	1.4956
4	44	2013-12-01/09:20:00	9	1.0172
4	44	2013-12-01/10:30:00	10	1.2823
4	44	2013-12-01/11:40:00	11	0.8407
4	44	2013-12-01/12:00:00	12	0.8407
4	44	2013-12-01/13:20:00	13	2.7698
4	44	2013-12-01/14:20:00	14	0.7507
4	44	2013-12-01/15:20:00	15	0.3104
4	45	2013-12-01/10:50:00	10	2.4048
4	45	2013-12-01/11:50:00	11	2.4048
4	45	2013-12-01/13:30:00	13	1.6921
4	45	2013-12-01/14:30:00	14	1.6863
4	45	2013-12-01/15:30:00	15	6.7454
4	46	2013-12-01/03:20:00	3	0.8697
4	46	2013-12-01/04:40:00	4	0.0570
4	46	2013-12-01/08:40:00	8	1.1858
4	46	2013-12-01/09:20:00	9	0.1848
4	46	2013-12-01/12:50:00	12	2.0707
4	47	2013-12-01/10:00:00	10	0.0470
4	47	2013-12-01/11:10:00	11	0.0030
4	48	2013-12-01/02:20:00	2	5.2455
4	48	2013-12-01/03:10:00	3	5.1673
4	48	2013-12-01/04:00:00	4	3.2823
4	48	2013-12-01/05:00:00	5	4.3456
4	48	2013-12-01/06:10:00	6	3.8133
4	48	2013-12-01/07:10:00	7	0.6403
4	48	2013-12-01/08:00:00	8	8.2831
4	48	2013-12-01/09:00:00	9	2.7726
4	48	2013-12-01/10:00:00	10	4.1075
4	48	2013-12-01/11:00:00	11	11.1287
4	48	2013-12-01/12:00:00	12	13.3502
4	48	2013-12-01/13:00:00	13	5.1547
4	48	2013-12-01/14:00:00	14	1.1030
4	48	2013-12-01/15:30:00	15	1.0970
4	48	2013-12-01/16:00:00	16	3.5243
4	48	2013-12-01/17:00:00	17	1.0225
4	49	2013-11-30/20:50:00	20	3.4368
4	49	2013-11-30/22:10:00	22	0.5904
4	49	2013-12-01/02:50:00	2	2.5525
4	49	2013-12-01/03:00:00	3	5.0999
4	49	2013-12-01/04:00:00	4	8.9741
4	49	2013-12-01/05:00:00	5	4.1218
4	49	2013-12-01/06:00:00	6	8.9721
4	49	2013-12-01/07:00:00	7	9.4710
4	49	2013-12-01/08:40:00	8	0.8334
4	49	2013-12-01/09:00:00	9	5.6444
4	49	2013-12-01/10:10:00	10	9.6555
4	49	2013-12-01/11:00:00	11	9.3132
4	49	2013-12-01/12:30:00	12	6.5711
4	49	2013-12-01/13:00:00	13	4.5805
4	49	2013-12-01/14:00:00	14	6.0383
4	49	2013-12-01/15:00:00	15	1.4168
4	51	2013-11-30/22:50:00	22	1.0536
4	51	2013-12-01/07:40:00	7	0.7456
4	51	2013-12-01/08:00:00	8	0.7456
4	51	2013-12-01/11:00:00	11	2.4659
4	53	2013-12-01/07:10:00	7	1.1391
4	53	2013-12-01/13:40:00	13	1.6710
4	54	2013-12-01/03:40:00	3	0.0084
4	54	2013-12-01/10:30:00	10	0.8979
4	54	2013-12-01/11:00:00	11	1.1055
4	54	2013-12-01/13:00:00	13	0.9939
4	54	2013-12-01/14:30:00	14	1.6241
4	55	2013-12-01/06:30:00	6	0.9590
4	55	2013-12-01/07:30:00	7	1.4070
4	55	2013-12-01/08:30:00	8	5.5527
4	55	2013-12-01/09:00:00	9	0.0260
4	55	2013-12-01/10:10:00	10	0.0520
4	55	2013-12-01/12:20:00	12	2.4199
4	55	2013-12-01/13:20:00	13	0.7986
4	55	2013-12-01/15:50:00	15	0.9911
4	55	2013-12-01/16:00:00	16	1.0402
4	55	2013-12-01/17:20:00	17	0.7174
4	56	2013-12-01/12:50:00	12	0.3788
4	56	2013-12-01/17:40:00	17	2.0423
4	57	2013-12-01/12:50:00	12	0.2177
4	57	2013-12-01/13:50:00	13	0.4412
4	57	2013-12-01/14:10:00	14	0.2177
4	57	2013-12-01/16:00:00	16	0.8507
4	58	2013-12-01/17:30:00	17	0.4412
4	61	2013-11-30/23:10:00	23	2.9648
4	61	2013-12-01/03:00:00	3	4.3605
4	61	2013-12-01/04:00:00	4	6.6589
4	63	2013-11-30/18:00:00	18	2.2536
4	63	2013-12-01/04:20:00	4	4.5850
4	63	2013-12-01/05:50:00	5	0.5195
4	63	2013-12-01/06:40:00	6	1.2727
4	63	2013-12-01/08:30:00	8	0.0778
4	66	2013-12-01/07:50:00	7	0.6853
4	86	2013-11-30/19:00:00	19	1.5946
4	86	2013-11-30/23:30:00	23	2.2765
4	86	2013-12-01/01:40:00	1	0.5818
4	86	2013-12-01/02:30:00	2	1.8642
4	86	2013-12-01/03:20:00	3	7.3042
4	86	2013-12-01/04:00:00	4	1.4284
4	86	2013-12-01/05:00:00	5	8.5307
4	86	2013-12-01/06:10:00	6	10.5763
4	86	2013-12-01/07:00:00	7	1.5481
4	86	2013-12-01/08:20:00	8	6.6174
4	86	2013-12-01/09:00:00	9	3.3228
4	86	2013-12-01/10:10:00	10	0.0676
4	86	2013-12-01/11:50:00	11	0.0165
4	86	2013-12-01/14:20:00	14	0.8093
4	91	2013-11-30/18:40:00	18	0.8354
4	91	2013-12-01/02:00:00	2	3.0830
4	91	2013-12-01/03:30:00	3	6.5230
4	91	2013-12-01/04:30:00	4	1.2506
4	91	2013-12-01/05:00:00	5	3.2693
4	91	2013-12-01/06:00:00	6	12.7904
4	91	2013-12-01/07:00:00	7	7.4031
4	91	2013-12-01/08:10:00	8	12.7236
4	91	2013-12-01/09:10:00	9	7.9188
4	91	2013-12-01/10:10:00	10	0.9657
4	91	2013-12-01/11:00:00	11	0.0534
4	91	2013-12-01/12:30:00	12	0.0026
4	92	2013-11-30/19:10:00	19	0.8899
4	92	2013-11-30/20:00:00	20	0.5968
4	92	2013-11-30/22:10:00	22	0.0676
4	92	2013-12-01/02:00:00	2	2.9575
4	92	2013-12-01/03:00:00	3	4.7347
4	92	2013-12-01/04:00:00	4	18.0652
4	92	2013-12-01/05:00:00	5	4.2587
4	92	2013-12-01/06:00:00	6	11.1796
4	92	2013-12-01/07:00:00	7	6.8442
4	92	2013-12-01/08:00:00	8	8.3135
4	92	2013-12-01/09:10:00	9	14.0564
4	92	2013-12-01/10:10:00	10	7.3666
4	92	2013-12-01/11:00:00	11	9.9901
4	92	2013-12-01/12:20:00	12	0.0084
4	92	2013-12-01/13:40:00	13	0.0292
4	92	2013-12-01/14:10:00	14	0.2570
4	92	2013-12-01/15:40:00	15	3.1416
4	92	2013-12-01/16:10:00	16	0.1285
4	93	2013-12-01/07:10:00	7	0.2789
4	94	2013-11-30/18:20:00	18	2.0079
4	94	2013-12-01/02:40:00	2	0.9367
4	94	2013-12-01/03:00:00	3	0.9611
4	94	2013-12-01/05:10:00	5	0.9367
4	94	2013-12-01/08:30:00	8	0.0244
4	94	2013-12-01/09:00:00	9	1.4530
4	94	2013-12-01/10:10:00	10	2.9648
4	98	2013-12-01/04:10:00	4	2.0569
4	98	2013-12-01/12:10:00	12	0.0584
4	212	2013-11-30/18:00:00	18	2.4719
4	212	2013-11-30/19:00:00	19	0.0503
4	212	2013-12-01/04:00:00	4	2.7447
4	212	2013-12-01/05:00:00	5	7.3466
4	212	2013-12-01/06:00:00	6	13.3369
4	212	2013-12-01/07:00:00	7	2.4495
4	212	2013-12-01/08:00:00	8	17.5196
4	212	2013-12-01/09:10:00	9	6.5880
4	212	2013-12-01/10:30:00	10	1.1622
4	212	2013-12-01/11:00:00	11	12.1036
4	212	2013-12-01/12:00:00	12	4.3428
4	212	2013-12-01/13:00:00	13	23.0851
4	212	2013-12-01/14:00:00	14	14.5501
4	212	2013-12-01/15:00:00	15	13.8115
4	212	2013-12-01/16:00:00	16	2.1553
4	212	2013-12-01/17:20:00	17	0.3260
4	213	2013-12-01/03:40:00	3	0.0383
4	213	2013-12-01/04:00:00	4	0.1285
4	213	2013-12-01/05:20:00	5	0.6562
4	213	2013-12-01/08:30:00	8	2.1252
4	213	2013-12-01/12:40:00	12	0.6562
4	213	2013-12-01/13:50:00	13	1.3432
4	216	2013-11-30/18:40:00	18	0.0292
4	216	2013-12-01/02:00:00	2	1.3446
4	216	2013-12-01/03:10:00	3	2.0484
4	216	2013-12-01/04:10:00	4	0.7298
4	216	2013-12-01/06:00:00	6	1.8000
4	216	2013-12-01/08:10:00	8	6.2729
4	216	2013-12-01/09:00:00	9	4.0201
4	216	2013-12-01/10:10:00	10	4.9255
4	216	2013-12-01/11:00:00	11	5.5645
4	216	2013-12-01/12:00:00	12	14.7668
4	216	2013-12-01/13:00:00	13	1.5914
4	216	2013-12-01/14:10:00	14	1.7023
4	216	2013-12-01/15:00:00	15	4.1773
4	216	2013-12-01/16:30:00	16	0.0292
4	216	2013-12-01/17:00:00	17	0.9818
4	218	2013-12-01/03:10:00	3	0.9396
4	218	2013-12-01/16:50:00	16	0.8485
4	221	2013-11-30/19:20:00	19	0.2571
4	221	2013-12-01/03:50:00	3	2.4463
4	221	2013-12-01/04:20:00	4	0.3612
4	221	2013-12-01/05:30:00	5	2.1385
4	221	2013-12-01/06:40:00	6	1.0131
4	221	2013-12-01/07:10:00	7	5.1799
4	221	2013-12-01/08:00:00	8	3.3673
4	221	2013-12-01/09:30:00	9	0.1646
4	221	2013-12-01/10:00:00	10	6.1646
4	221	2013-12-01/11:10:00	11	1.3248
4	221	2013-12-01/12:00:00	12	1.5443
4	221	2013-12-01/13:10:00	13	0.4518
4	221	2013-12-01/14:10:00	14	5.1163
4	221	2013-12-01/15:00:00	15	9.8841
4	221	2013-12-01/16:00:00	16	2.3958
4	221	2013-12-01/17:20:00	17	0.1280
4	226	2013-12-01/04:10:00	4	0.2302
4	226	2013-12-01/05:10:00	5	2.8123
4	226	2013-12-01/06:30:00	6	9.7404
4	226	2013-12-01/07:20:00	7	0.1328
4	226	2013-12-01/08:50:00	8	1.7324
4	226	2013-12-01/10:10:00	10	1.3500
4	226	2013-12-01/11:10:00	11	2.2208
4	226	2013-12-01/12:00:00	12	4.1702
4	226	2013-12-01/13:40:00	13	1.8533
4	226	2013-12-01/14:30:00	14	2.2619
4	226	2013-12-01/15:20:00	15	1.8149
4	226	2013-12-01/17:00:00	17	2.9581
4	233	2013-11-30/22:50:00	22	0.0540
4	233	2013-11-30/23:10:00	23	0.0540
4	233	2013-12-01/01:40:00	1	0.0540
4	233	2013-12-01/04:00:00	4	0.0540
4	233	2013-12-01/09:30:00	9	0.0540
4	233	2013-12-01/10:00:00	10	1.8737
4	233	2013-12-01/13:00:00	13	5.9739
4	233	2013-12-01/14:00:00	14	4.6752
4	233	2013-12-01/15:00:00	15	6.0918
4	234	2013-12-01/02:40:00	2	1.4530
4	234	2013-12-01/03:00:00	3	0.1071
4	234	2013-12-01/07:10:00	7	0.5715
4	234	2013-12-01/08:00:00	8	0.3056
4	234	2013-12-01/09:00:00	9	0.8071
4	234	2013-12-01/12:10:00	12	0.1019
4	234	2013-12-01/13:00:00	13	0.1019
4	234	2013-12-01/14:20:00	14	0.3027
4	234	2013-12-01/15:00:00	15	2.4757
4	234	2013-12-01/16:00:00	16	0.7741
4	234	2013-12-01/17:00:00	17	0.1009
4	244	2013-12-01/07:40:00	7	0.5968
4	256	2013-12-01/10:30:00	10	0.9584
4	256	2013-12-01/11:00:00	11	0.5195
4	256	2013-12-01/14:00:00	14	0.5195
4	256	2013-12-01/16:10:00	16	0.5195
4	351	2013-11-30/18:00:00	18	0.0130
4	351	2013-12-01/10:40:00	10	0.1071
4	351	2013-12-01/13:50:00	13	0.1071
4	355	2013-12-01/02:10:00	2	2.9870
4	355	2013-12-01/03:00:00	3	7.0384
4	355	2013-12-01/04:10:00	4	7.2835
4	355	2013-12-01/05:00:00	5	12.2589
4	355	2013-12-01/06:00:00	6	7.8812
4	355	2013-12-01/07:20:00	7	3.1844
4	355	2013-12-01/08:20:00	8	2.2712
4	355	2013-12-01/09:00:00	9	3.6395
4	355	2013-12-01/10:00:00	10	7.5918
4	355	2013-12-01/11:00:00	11	15.3108
4	355	2013-12-01/12:00:00	12	8.1480
4	355	2013-12-01/13:00:00	13	9.2600
4	355	2013-12-01/14:10:00	14	7.4055
4	355	2013-12-01/15:00:00	15	3.6493
4	355	2013-12-01/16:00:00	16	0.8881
4	358	2013-12-01/14:10:00	14	0.0778
4	359	2013-12-01/01:20:00	1	0.0130
4	359	2013-12-01/03:20:00	3	3.5283
4	359	2013-12-01/05:40:00	5	0.9367
4	359	2013-12-01/06:00:00	6	0.8661
4	359	2013-12-01/07:10:00	7	0.0383
4	359	2013-12-01/09:00:00	9	1.2600
4	359	2013-12-01/13:30:00	13	0.9465
4	370	2013-12-01/11:20:00	11	0.3998
4	370	2013-12-01/12:20:00	12	0.9179
4	370	2013-12-01/14:30:00	14	1.1858
4	371	2013-12-01/08:50:00	8	0.3830
4	372	2013-12-01/11:40:00	11	2.0707
4	373	2013-12-01/01:10:00	1	0.9034
4	373	2013-12-01/02:00:00	2	4.5729
4	373	2013-12-01/03:00:00	3	7.8694
4	373	2013-12-01/04:00:00	4	17.3076
4	373	2013-12-01/05:00:00	5	3.6981
4	373	2013-12-01/06:00:00	6	4.7531
4	373	2013-12-01/07:00:00	7	6.1417
4	373	2013-12-01/08:00:00	8	3.7993
4	373	2013-12-01/09:20:00	9	3.0169
4	373	2013-12-01/10:00:00	10	5.0414
4	373	2013-12-01/11:00:00	11	6.3271
4	373	2013-12-01/12:00:00	12	6.6173
4	373	2013-12-01/13:00:00	13	8.3365
4	373	2013-12-01/14:10:00	14	3.8393
4	373	2013-12-01/15:10:00	15	2.5221
4	375	2013-12-01/07:00:00	7	4.3479
4	375	2013-12-01/08:00:00	8	0.7549
4	375	2013-12-01/13:10:00	13	2.2013
4	377	2013-12-01/04:30:00	4	1.1208
4	377	2013-12-01/06:20:00	6	0.2936
4	377	2013-12-01/10:30:00	10	3.1652
4	377	2013-12-01/12:40:00	12	1.1747
4	380	2013-12-01/01:00:00	1	7.1134
4	380	2013-12-01/02:00:00	2	22.0390
4	380	2013-12-01/03:00:00	3	42.3075
4	380	2013-12-01/04:00:00	4	40.4761
4	380	2013-12-01/05:00:00	5	24.1696
4	380	2013-12-01/06:00:00	6	20.0357
4	380	2013-12-01/07:00:00	7	37.7789
4	380	2013-12-01/08:00:00	8	31.4110
4	380	2013-12-01/09:00:00	9	32.1789
4	380	2013-12-01/10:00:00	10	28.3584
4	380	2013-12-01/11:00:00	11	62.2466
4	380	2013-12-01/12:00:00	12	59.2653
4	380	2013-12-01/13:00:00	13	53.6254
4	380	2013-12-01/14:00:00	14	30.4339
4	380	2013-12-01/15:00:00	15	12.4466
4	380	2013-12-01/16:00:00	16	2.5862
4	380	2013-12-01/17:00:00	17	1.1631
4	381	2013-12-01/03:40:00	3	0.0503
4	381	2013-12-01/05:30:00	5	1.1337
4	381	2013-12-01/08:40:00	8	2.2536
4	381	2013-12-01/09:00:00	9	6.7606
4	381	2013-12-01/11:50:00	11	1.7988
4	381	2013-12-01/12:30:00	12	1.3163
4	381	2013-12-01/13:50:00	13	1.4502
4	385	2013-12-01/03:00:00	3	5.9278
4	385	2013-12-01/04:30:00	4	0.0042
4	385	2013-12-01/05:30:00	5	2.6777
4	385	2013-12-01/07:20:00	7	0.8637
4	385	2013-12-01/08:00:00	8	0.0250
4	385	2013-12-01/09:20:00	9	0.2327
4	385	2013-12-01/11:20:00	11	0.3856
4	385	2013-12-01/12:10:00	12	2.8426
4	385	2013-12-01/13:00:00	13	0.8637
4	385	2013-12-01/14:10:00	14	0.2381
4	386	2013-12-01/04:40:00	4	2.8830
4	386	2013-12-01/05:30:00	5	0.2936
4	386	2013-12-01/06:40:00	6	0.0560
4	386	2013-12-01/14:10:00	14	4.4781
4	387	2013-12-01/02:20:00	2	1.1999
4	387	2013-12-01/04:00:00	4	0.6581
4	387	2013-12-01/05:00:00	5	4.5625
4	387	2013-12-01/07:10:00	7	0.4998
4	387	2013-12-01/10:40:00	10	0.6647
4	387	2013-12-01/11:10:00	11	1.1532
4	387	2013-12-01/14:40:00	14	0.0292
4	389	2013-12-01/03:10:00	3	1.7969
4	389	2013-12-01/04:00:00	4	3.8246
4	389	2013-12-01/05:20:00	5	1.5914
4	389	2013-12-01/06:10:00	6	7.1833
4	389	2013-12-01/07:20:00	7	1.2018
4	389	2013-12-01/08:00:00	8	2.2682
4	389	2013-12-01/09:00:00	9	1.3679
4	389	2013-12-01/10:20:00	10	0.7957
4	389	2013-12-01/11:00:00	11	7.3018
4	389	2013-12-01/12:00:00	12	4.2732
4	389	2013-12-01/13:20:00	13	1.1363
4	389	2013-12-01/15:10:00	15	1.0152
4	389	2013-12-01/16:30:00	16	3.5028
4	420	2013-12-01/02:10:00	2	2.2934
4	420	2013-12-01/03:30:00	3	0.1585
4	420	2013-12-01/04:10:00	4	1.3472
4	420	2013-12-01/05:50:00	5	0.5692
4	420	2013-12-01/06:30:00	6	0.6226
4	420	2013-12-01/07:10:00	7	0.5692
4	420	2013-12-01/08:50:00	8	0.6204
4	420	2013-12-01/09:30:00	9	0.5692
4	420	2013-12-01/10:00:00	10	2.2536
4	420	2013-12-01/12:40:00	12	0.5264
4	420	2013-12-01/13:10:00	13	1.3859
4	420	2013-12-01/14:00:00	14	1.1386
4	420	2013-12-01/16:10:00	16	0.2176
4	421	2013-11-30/22:00:00	22	0.8277
4	421	2013-12-01/07:40:00	7	1.1471
4	421	2013-12-01/08:10:00	8	0.3788
4	421	2013-12-01/09:40:00	9	0.0478
4	421	2013-12-01/10:10:00	10	1.2065
4	421	2013-12-01/11:10:00	11	1.0842
4	421	2013-12-01/12:00:00	12	3.8129
4	421	2013-12-01/14:00:00	14	1.1984
4	593	2013-12-01/03:20:00	3	2.3970
4	593	2013-12-01/04:20:00	4	3.4781
4	593	2013-12-01/06:50:00	6	0.6581
4	593	2013-12-01/08:10:00	8	4.1360
4	593	2013-12-01/10:50:00	10	0.8485
4	593	2013-12-01/11:10:00	11	5.2170
4	593	2013-12-01/12:30:00	12	0.4441
4	593	2013-12-01/13:20:00	13	0.7257
4	593	2013-12-01/14:50:00	14	2.1045
4	595	2013-12-01/05:10:00	5	0.6284
4	595	2013-12-01/07:00:00	7	0.6284
4	880	2013-12-01/02:40:00	2	0.0511
4	880	2013-12-01/04:00:00	4	1.7150
4	880	2013-12-01/06:20:00	6	17.3236
4	880	2013-12-01/08:10:00	8	11.7822
4	880	2013-12-01/09:00:00	9	7.9595
4	880	2013-12-01/10:10:00	10	7.1561
4	880	2013-12-01/11:10:00	11	1.8043
4	880	2013-12-01/12:10:00	12	0.3260
4	880	2013-12-01/13:20:00	13	4.4767
4	880	2013-12-01/14:00:00	14	0.6661
4	964	2013-12-01/06:50:00	6	1.2566
4	994	2013-12-01/11:50:00	11	0.0888
4	995	2013-12-01/03:40:00	3	1.8580
4	1416	2013-11-30/19:10:00	19	0.5498
4	1514	2013-12-01/12:40:00	12	3.0114
4	1519	2013-12-01/10:30:00	10	0.4654
4	1829	2013-12-01/07:40:00	7	0.0375
4	18092	2013-12-01/14:10:00	14	0.8371
4	18093	2013-12-01/16:10:00	16	0.0375
4	18099	2013-12-01/07:50:00	7	0.0375
4	18099	2013-12-01/14:10:00	14	0.8371
5	0	2013-11-30/18:00:00	18	4.6197
5	0	2013-11-30/19:30:00	19	0.7465
5	0	2013-11-30/20:20:00	20	7.7474
5	0	2013-11-30/21:00:00	21	5.6504
5	0	2013-11-30/22:00:00	22	1.1668
5	0	2013-11-30/23:00:00	23	3.1490
5	0	2013-12-01/01:00:00	1	13.9069
5	0	2013-12-01/02:00:00	2	35.6311
5	0	2013-12-01/03:00:00	3	73.6977
5	0	2013-12-01/04:00:00	4	72.7009
